"No.","Time","Source","Destination","Protocol","Length","Info"
"2124","47.655743","192.168.0.105","192.168.0.104","TCP","54","[TCP Dup ACK 2118#1] 53160  >  80 [ACK] Seq=217 Ack=284 Win=1861 Len=0"
"2125","47.667903","192.168.0.104","224.0.0.251","MDNS","93","Standard query response 0x0000 A, cache flush 192.168.0.104"
"2126","47.708141","192.168.0.105","192.168.0.104","TCP","54","53160  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"2127","47.714079","192.168.0.105","192.168.0.104","TCP","54","59513  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"2128","47.722308","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"2129","47.736731","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"2130","47.750326","192.168.0.105","192.168.0.104","TCP","54","59513  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"2131","47.750364","192.168.0.104","192.168.0.105","TCP","54","80  >  59513 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2132","47.750441","192.168.0.104","192.168.0.105","TCP","54","80  >  59513 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2133","47.760695","192.168.0.105","192.168.0.104","TCP","62","63023  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"2134","47.760758","192.168.0.104","192.168.0.105","TCP","62","80  >  63023 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"2135","47.776383","fe80::a160:a73d:f540:b055","ff02::fb","MDNS","125","Standard query response 0x0000 AAAA, cache flush fe80::a160:a73d:f540:b055"
"2136","47.789828","192.168.0.105","192.168.0.104","TCP","54","59513  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"2137","48.005836","192.168.0.105","192.168.0.104","TCP","54","63023  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"2138","48.249908","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=49.00 HTTP/1.1 "
"2139","48.260627","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"2140","48.533056","192.168.0.105","192.168.0.104","TCP","54","63023  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"2141","48.533095","192.168.0.104","192.168.0.105","TCP","54","80  >  63023 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2142","48.533155","192.168.0.104","192.168.0.105","TCP","54","80  >  63023 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2143","48.537478","192.168.0.105","192.168.0.104","TCP","62","55106  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"2144","48.537547","192.168.0.104","192.168.0.105","TCP","62","80  >  55106 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"2145","48.588764","192.168.0.105","192.168.0.104","TCP","54","63023  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"2146","48.610144","192.168.0.105","192.168.0.104","TCP","54","55106  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"2147","48.618606","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"2148","48.626523","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"2149","48.650958","192.168.0.105","192.168.0.104","TCP","54","55106  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"2150","48.651000","192.168.0.104","192.168.0.105","TCP","54","80  >  55106 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2151","48.651070","192.168.0.104","192.168.0.105","TCP","54","80  >  55106 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2152","48.662542","192.168.0.105","192.168.0.104","TCP","62","58987  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"2153","48.662633","192.168.0.104","192.168.0.105","TCP","62","80  >  58987 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"2154","48.715980","192.168.0.105","192.168.0.104","TCP","54","55106  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"2155","48.727444","192.168.0.105","192.168.0.104","TCP","54","58987  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"2156","48.745906","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=49.00 HTTP/1.1 "
"2157","48.760128","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"2158","48.777044","192.168.0.105","192.168.0.104","TCP","54","58987  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"2159","48.777094","192.168.0.104","192.168.0.105","TCP","54","80  >  58987 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2160","48.777174","192.168.0.104","192.168.0.105","TCP","54","80  >  58987 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2161","48.784251","192.168.0.105","192.168.0.104","TCP","62","50801  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"2162","48.784338","192.168.0.104","192.168.0.105","TCP","62","80  >  50801 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"2163","48.799285","192.168.0.105","192.168.0.104","TCP","54","58987  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"2164","48.814434","192.168.0.105","192.168.0.104","TCP","54","50801  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"2165","48.818348","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=49.00 HTTP/1.1 "
"2166","48.843487","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"2167","48.868400","192.168.0.105","192.168.0.104","TCP","54","50801  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"2168","48.868443","192.168.0.104","192.168.0.105","TCP","54","80  >  50801 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2169","48.868512","192.168.0.104","192.168.0.105","TCP","54","80  >  50801 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2170","48.877648","192.168.0.105","192.168.0.104","TCP","62","62442  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"2171","48.877709","192.168.0.104","192.168.0.105","TCP","62","80  >  62442 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"2172","48.892355","192.168.0.105","192.168.0.104","TCP","54","50801  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"2173","48.896208","192.168.0.105","192.168.0.104","TCP","54","62442  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"2174","48.899682","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=49.00 HTTP/1.1 "
"2175","48.908082","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"2176","48.983562","192.168.0.105","192.168.0.104","TCP","54","62442  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"2177","48.983671","192.168.0.104","192.168.0.105","TCP","54","80  >  62442 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2178","48.983753","192.168.0.104","192.168.0.105","TCP","54","80  >  62442 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2179","48.996526","192.168.0.105","192.168.0.104","TCP","62","65273  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"2180","48.996614","192.168.0.104","192.168.0.105","TCP","62","80  >  65273 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"2181","49.032913","192.168.0.105","192.168.0.104","TCP","54","62442  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"2182","49.043686","192.168.0.105","192.168.0.104","TCP","54","65273  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"2183","49.047740","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"2184","49.062414","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"2185","49.092319","192.168.0.105","192.168.0.104","TCP","54","65273  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"2186","49.092368","192.168.0.104","192.168.0.105","TCP","54","80  >  65273 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2187","49.092444","192.168.0.104","192.168.0.105","TCP","54","80  >  65273 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2188","49.100164","192.168.0.105","192.168.0.104","TCP","62","56007  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"2189","49.100242","192.168.0.104","192.168.0.105","TCP","62","80  >  56007 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"2190","49.129937","192.168.0.105","192.168.0.104","TCP","54","65273  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"2191","49.138911","192.168.0.105","192.168.0.104","TCP","54","56007  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"2192","49.142418","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"2193","49.150409","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"2194","49.205805","192.168.0.105","192.168.0.104","TCP","54","56007  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"2195","49.205869","192.168.0.104","192.168.0.105","TCP","54","80  >  56007 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2196","49.205939","192.168.0.104","192.168.0.105","TCP","54","80  >  56007 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2197","49.207937","192.168.0.105","192.168.0.104","TCP","62","53810  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"2198","49.208020","192.168.0.104","192.168.0.105","TCP","62","80  >  53810 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"2199","49.251367","192.168.0.105","192.168.0.104","TCP","54","56007  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"2200","49.270968","192.168.0.105","192.168.0.104","TCP","54","53810  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"2201","49.274670","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=49.00 HTTP/1.1 "
"2202","49.297938","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"2203","49.320068","192.168.0.105","192.168.0.104","TCP","54","53810  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"2204","49.320132","192.168.0.104","192.168.0.105","TCP","54","80  >  53810 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2205","49.320207","192.168.0.104","192.168.0.105","TCP","54","80  >  53810 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2206","49.322373","192.168.0.105","192.168.0.104","TCP","62","57177  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"2207","49.322427","192.168.0.104","192.168.0.105","TCP","62","80  >  57177 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"2208","49.359897","192.168.0.105","192.168.0.104","TCP","54","53810  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"2209","49.362053","192.168.0.105","192.168.0.104","TCP","54","57177  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"2210","49.375957","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=49.00 HTTP/1.1 "
"2211","49.383903","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"2212","49.429407","192.168.0.105","192.168.0.104","TCP","54","57177  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"2213","49.429442","192.168.0.104","192.168.0.105","TCP","54","80  >  57177 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2214","49.429497","192.168.0.104","192.168.0.105","TCP","54","80  >  57177 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2215","49.435795","192.168.0.105","192.168.0.104","TCP","62","60198  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"2216","49.435917","192.168.0.104","192.168.0.105","TCP","62","80  >  60198 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"2217","49.456175","192.168.0.105","192.168.0.104","TCP","54","57177  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"2218","49.461921","192.168.0.105","192.168.0.104","TCP","54","60198  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"2219","49.466099","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"2220","49.474866","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"2221","49.542475","192.168.0.105","192.168.0.104","TCP","54","60198  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"2222","49.542520","192.168.0.104","192.168.0.105","TCP","54","80  >  60198 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2223","49.542589","192.168.0.104","192.168.0.105","TCP","54","80  >  60198 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2224","49.548841","192.168.0.105","192.168.0.104","TCP","62","49676  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"2225","49.548893","192.168.0.104","192.168.0.105","TCP","62","80  >  49676 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"2226","49.587126","192.168.0.105","192.168.0.104","TCP","54","60198  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"2227","49.589014","192.168.0.105","192.168.0.104","TCP","54","49676  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"2228","49.606985","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"2229","49.615498","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"2230","49.659781","192.168.0.105","192.168.0.104","TCP","54","49676  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"2231","49.659824","192.168.0.104","192.168.0.105","TCP","54","80  >  49676 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2232","49.659889","192.168.0.104","192.168.0.105","TCP","54","80  >  49676 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2233","49.667996","192.168.0.105","192.168.0.104","TCP","62","59494  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"2234","49.668062","192.168.0.104","192.168.0.105","TCP","62","80  >  59494 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"2235","49.679836","192.168.0.105","192.168.0.104","TCP","54","49676  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"2236","49.685991","192.168.0.105","192.168.0.104","TCP","54","59494  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"2237","49.690911","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"2238","49.698666","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"2239","49.767306","192.168.0.105","192.168.0.104","TCP","54","59494  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"2240","49.767343","192.168.0.104","192.168.0.105","TCP","54","80  >  59494 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2241","49.767401","192.168.0.104","192.168.0.105","TCP","54","80  >  59494 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2242","49.770715","192.168.0.105","192.168.0.104","TCP","62","55016  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"2243","49.770818","192.168.0.104","192.168.0.105","TCP","62","80  >  55016 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"2244","49.800503","192.168.0.104","104.17.65.4","TLSv1.2","142","Application Data"
"2245","49.800846","192.168.0.104","192.168.0.1","DNS","80","Standard query 0x8b3a AAAA cdnjs.cloudflare.com"
"2246","49.818775","192.168.0.105","192.168.0.104","TCP","54","59494  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"2247","49.820686","192.168.0.105","192.168.0.104","TCP","54","55016  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"2248","49.824202","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"2249","49.834795","104.17.65.4","192.168.0.104","TLSv1.2","172","Application Data"
"2250","49.837799","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"2251","49.853669","192.168.0.1","192.168.0.104","DNS","554","Standard query response 0x8b3a AAAA cdnjs.cloudflare.com AAAA 2606:4700::6811:4004 AAAA 2606:4700::6811:4104 NS ns5.cloudflare.com NS ns4.cloudflare.com NS ns7.cloudflare.com NS ns3.cloudflare.com NS ns6.cloudflare.com A 162.159.0.33 A 162.159.7.226 A 162.159.1.33 A 162.159.8.55 A 162.159.9.55 A 162.159.2.9 A 162.159.3.11 A 162.159.5.6 A 162.159.4.8 A 162.159.6.6 AAAA 2400:cb00:2049:1::a29f:7e2 AAAA 2400:cb00:2049:1::a29f:21 AAAA 2400:cb00:2049:1::a29f:121 AAAA 2400:cb00:2049:1::a29f:837 AAAA 2400:cb00:2049:1::a29f:937 AAAA 2400:cb00:2049:1::a29f:209"
"2252","49.879781","192.168.0.105","192.168.0.104","TCP","54","55016  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"2253","49.879825","192.168.0.104","192.168.0.105","TCP","54","80  >  55016 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2254","49.879891","192.168.0.104","192.168.0.105","TCP","54","80  >  55016 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2255","49.882189","192.168.0.105","192.168.0.104","TCP","62","64984  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"2256","49.882251","192.168.0.104","192.168.0.105","TCP","62","80  >  64984 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"2257","49.885035","192.168.0.104","104.17.65.4","TCP","54","51538  >  443 [ACK] Seq=177 Ack=237 Win=511 Len=0"
"2258","49.917947","192.168.0.105","192.168.0.104","TCP","54","55016  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"2259","49.925790","192.168.0.105","192.168.0.104","TCP","54","64984  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"2260","49.942302","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"2261","49.952475","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"2262","49.991952","192.168.0.105","192.168.0.104","TCP","54","64984  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"2263","49.992011","192.168.0.104","192.168.0.105","TCP","54","80  >  64984 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2264","49.992090","192.168.0.104","192.168.0.105","TCP","54","80  >  64984 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2265","49.995433","192.168.0.105","192.168.0.104","TCP","62","57810  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"2266","49.995550","192.168.0.104","192.168.0.105","TCP","62","80  >  57810 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"2267","50.010925","192.168.0.105","192.168.0.104","TCP","54","64984  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"2268","50.015150","192.168.0.105","192.168.0.104","TCP","54","57810  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"2269","50.018350","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"2270","50.026454","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"2271","50.103979","192.168.0.105","192.168.0.104","TCP","54","57810  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"2272","50.104082","192.168.0.104","192.168.0.105","TCP","54","80  >  57810 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2273","50.104329","192.168.0.104","192.168.0.105","TCP","54","80  >  57810 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2274","50.112790","192.168.0.105","192.168.0.104","TCP","62","61262  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"2275","50.112971","192.168.0.104","192.168.0.105","TCP","62","80  >  61262 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"2276","50.150400","192.168.0.105","192.168.0.104","TCP","54","57810  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"2277","50.154569","192.168.0.105","192.168.0.104","TCP","54","61262  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"2278","50.164276","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"2279","50.173091","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"2280","50.218128","192.168.0.105","192.168.0.104","TCP","54","61262  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"2281","50.218185","192.168.0.104","192.168.0.105","TCP","54","80  >  61262 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2282","50.218259","192.168.0.104","192.168.0.105","TCP","54","80  >  61262 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2283","50.226163","192.168.0.105","192.168.0.104","TCP","62","56738  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"2284","50.226265","192.168.0.104","192.168.0.105","TCP","62","80  >  56738 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"2285","50.248348","192.168.0.105","192.168.0.104","TCP","54","61262  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"2286","50.275321","192.168.0.105","192.168.0.104","TCP","54","56738  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"2287","50.279378","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"2288","50.290971","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"2289","50.332841","192.168.0.105","192.168.0.104","TCP","54","56738  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"2290","50.332894","192.168.0.104","192.168.0.105","TCP","54","80  >  56738 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2291","50.332966","192.168.0.104","192.168.0.105","TCP","54","80  >  56738 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2292","50.335135","192.168.0.105","192.168.0.104","TCP","62","64880  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"2293","50.335221","192.168.0.104","192.168.0.105","TCP","62","80  >  64880 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"2294","50.374698","192.168.0.105","192.168.0.104","TCP","54","56738  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"2295","50.401932","192.168.0.105","192.168.0.104","TCP","54","64880  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"2296","50.405899","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"2297","50.430006","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"2298","50.461208","192.168.0.105","192.168.0.104","TCP","54","64880  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"2299","50.461250","192.168.0.104","192.168.0.105","TCP","54","80  >  64880 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2300","50.461317","192.168.0.104","192.168.0.105","TCP","54","80  >  64880 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2301","50.463101","192.168.0.105","192.168.0.104","TCP","62","51182  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"2302","50.463174","192.168.0.104","192.168.0.105","TCP","62","80  >  51182 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"2303","50.490145","192.168.0.105","192.168.0.104","TCP","54","64880  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"2304","50.526436","192.168.0.105","192.168.0.104","TCP","54","51182  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"2305","50.531282","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"2306","50.541504","192.168.0.104","224.0.0.251","MDNS","91","Standard query response 0x0000 A, cache flush 192.168.56.1"
"2307","50.549538","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"2308","50.571055","192.168.0.105","192.168.0.104","TCP","54","51182  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"2309","50.571099","192.168.0.104","192.168.0.105","TCP","54","80  >  51182 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2310","50.571165","192.168.0.104","192.168.0.105","TCP","54","80  >  51182 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2311","50.573337","192.168.0.105","192.168.0.104","TCP","62","57565  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"2312","50.573402","192.168.0.104","192.168.0.105","TCP","62","80  >  57565 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
"2313","50.586638","192.168.0.105","192.168.0.104","TCP","54","51182  >  80 [ACK] Seq=217 Ack=285 Win=1860 Len=0"
"2314","50.606006","192.168.0.105","192.168.0.104","TCP","54","57565  >  80 [ACK] Seq=1 Ack=1 Win=2144 Len=0"
"2315","50.613125","192.168.0.105","192.168.0.104","HTTP","269","GET /ids/server.php?data=50.00 HTTP/1.1 "
"2316","50.617213","192.168.0.104","192.168.0.105","HTTP","337","HTTP/1.1 200 OK  (text/html)"
"2317","50.673558","192.168.0.105","192.168.0.104","TCP","54","57565  >  80 [FIN, ACK] Seq=216 Ack=284 Win=1861 Len=0"
"2318","50.673592","192.168.0.104","192.168.0.105","TCP","54","80  >  57565 [ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2319","50.673654","192.168.0.104","192.168.0.105","TCP","54","80  >  57565 [FIN, ACK] Seq=284 Ack=217 Win=65177 Len=0"
"2320","50.676554","192.168.0.105","192.168.0.104","TCP","62","56956  >  80 [SYN] Seq=0 Win=2144 Len=0 MSS=536 SACK_PERM=1"
"2321","50.676612","192.168.0.104","192.168.0.105","TCP","62","80  >  56956 [SYN, ACK] Seq=0 Ack=1 Win=65392 Len=0 MSS=1460 SACK_PERM=1"
